基金代码,基金简称,基金类型,成立时间,最新规模,评级机构,基金评级
017550,平安策略回报混合C,混合型-偏股,2023-08-15,3242.83万,,暂无评级
017551,南方景气前瞻混合A,混合型-偏股,2023-03-14,8.57亿,,暂无评级
017552,南方景气前瞻混合C,混合型-偏股,2023-03-14,7787.36万,,暂无评级
017553,交银瑞鑫六个月持有期混合C,混合型-偏债,2023-03-22,4.98万,,暂无评级
017554,尚正中证同业存单AAA指数7天持有,指数型-固收,,,,
017555,融通增享纯债债券C,债券型-长债,,,,
017556,招商安凯债券,债券型-混合二级,,,,
017557,华夏中证沪港深500ETF发起式联接A,指数型-股票,2022-12-28,1483.14万,,暂无评级
017558,华夏中证沪港深500ETF发起式联接C,指数型-股票,2022-12-28,239.38万,,暂无评级
017559,华安上证科创板芯片ETF发起式联接A,指数型-股票,2022-12-27,6257.44万,,暂无评级
017560,华安上证科创板芯片ETF发起式联接C,指数型-股票,2022-12-27,1.58亿,,暂无评级
017561,融通中证中诚信央企信用债指数A,指数型-固收,,,,
017562,融通中证中诚信央企信用债指数C,指数型-固收,,,,
017563,太平中证同业存单AAA指数7天持有,指数型-固收,2023-01-18,4946.29万,,暂无评级
017564,华安产业优选混合A,混合型-偏股,2023-06-13,7346.59万,,暂无评级
017565,华安产业优选混合C,混合型-偏股,2023-06-13,8138.31万,,暂无评级
017566,惠升中债0-3年政策性金融债A,指数型-固收,,,,
017567,惠升中债0-3年政策性金融债C,指数型-固收,,,,
017568,华夏稳茂增益一年持有混合A,混合型-偏债,2023-04-03,2788.84万,,暂无评级
017569,华夏稳茂增益一年持有混合C,混合型-偏债,2023-04-03,2308.66万,,暂无评级
017570,中邮现金驿站货币E,货币型-普通货币,,,,
017571,华夏中证新能源ETF发起式联接A,指数型-股票,2022-12-27,1622.98万,,暂无评级
017572,华夏中证新能源ETF发起式联接C,指数型-股票,2022-12-27,1615.63万,,暂无评级
017573,华夏中证机床ETF发起式联接A,指数型-股票,2023-05-12,1256.77万,,暂无评级
017574,华夏中证机床ETF发起式联接C,指数型-股票,2023-05-12,869.77万,,暂无评级
017575,华夏稳兴增益一年持有混合A,混合型-偏债,2023-07-05,2407.35万,,暂无评级
017576,华夏稳兴增益一年持有混合C,混合型-偏债,2023-07-05,695.91万,,暂无评级
017577,南方中证政策性金融债指数A,指数型-固收,2022-12-21,31.05亿,,暂无评级
017578,南方中证政策性金融债指数C,指数型-固收,2022-12-21,5213.76万,,暂无评级
017579,汇添富添福欣享均衡养老目标三年持有混合发起(FOF),FOF-均衡型,2023-06-02,1995.21万,,暂无评级
017580,汇添富添福鑫添益均衡养老目标三年持有混合发起式(FOF),FOF-均衡型,2023-07-10,1004.67万,,暂无评级
017581,中航瑞融ESG一年定开债发起A,债券型-长债,,,,
017582,中航瑞融ESG一年定开债发起C,债券型-长债,,,,
017583,鑫元恒鑫收益增强债券型发起式D,债券型-混合二级,,,,
017584,鑫元聚鑫收益增强D,债券型-混合二级,,,,
017585,华润元大润泽债券D,债券型-长债,,,,
017586,华润元大润丰纯债债券D,债券型-长债,,,,
017587,中欧盈选稳健6个月持有混合发起(FOF)A,FOF-稳健型,2023-01-17,1096.71万,,暂无评级
017588,中欧盈选稳健6个月持有混合发起(FOF)C,FOF-稳健型,2023-01-17,887.08万,,暂无评级
017589,中泰天择稳健6个月持有混合(FOF)A,FOF-稳健型,2023-03-21,5003.45万,,暂无评级
017590,中泰天择稳健6个月持有混合(FOF)C,FOF-稳健型,2023-03-21,5235.73万,,暂无评级
017591,汇添富添福智富均衡养老目标三年持有混合发起(FOF),FOF-均衡型,2023-06-20,3924.43万,,暂无评级
017592,汇添富添添乐双盈债券A,债券型-混合二级,2023-02-01,23.73亿,,暂无评级
017593,汇添富添添乐双盈债券C,债券型-混合二级,2023-02-01,18.67亿,,暂无评级
017594,易方达稳健腾享六个月持有混合(FOF)A,FOF-稳健型,2023-08-29,1.18亿,,暂无评级
017595,易方达稳健腾享六个月持有混合(FOF)C,FOF-稳健型,2023-08-29,7815.19万,,暂无评级
017596,中银证券汇裕一年定开债券发起式,债券型-长债,,,,
017598,华夏景气驱动混合A,混合型-偏股,2023-02-21,3.24亿,,暂无评级
017599,华夏景气驱动混合C,混合型-偏股,2023-02-21,5717.76万,,暂无评级
017600,华夏行业甄选混合A,混合型-偏股,2023-03-28,4.17亿,,暂无评级
017601,华夏行业甄选混合C,混合型-偏股,2023-03-28,4466.67万,,暂无评级
017602,华夏国企创新混合发起式A,混合型-偏股,2024-04-02,1398.00万,,暂无评级
017603,华夏国企创新混合发起式C,混合型-偏股,2024-04-02,4711.71万,,暂无评级
017604,华夏中证生物科技主题ETF发起式联接A,指数型-股票,2023-03-16,1257.75万,,暂无评级
017605,华夏中证生物科技主题ETF发起式联接C,指数型-股票,2023-03-16,822.23万,,暂无评级
017606,华泰柏瑞轮动精选混合A,混合型-偏股,2023-05-05,4.37亿,,暂无评级
017607,华泰柏瑞轮动精选混合C,混合型-偏股,2023-05-05,1.47亿,,暂无评级
017608,汇添富远景成长一年持有混合A,混合型-偏股,2023-08-09,6591.54万,,暂无评级
017609,汇添富远景成长一年持有混合C,混合型-偏股,2023-08-09,1657.12万,,暂无评级
017610,华夏恒生中国内地企业高股息率ETF发起式联接A,指数型-股票,2023-04-11,7063.66万,,暂无评级
017611,华夏恒生中国内地企业高股息率ETF发起式联接C,指数型-股票,2023-04-11,2792.08万,,暂无评级
017612,宏利复兴混合C,混合型-灵活,2023-02-21,2.45亿,,暂无评级
017613,兴银合丰政策性金融债C,债券型-长债,2022-12-16,3.33亿,,暂无评级
017614,工银瑞福纯债债券F,债券型-长债,,,,
017615,广发安颐一年持有期混合A,混合型-偏债,2023-01-18,2.48亿,,暂无评级
017616,广发安颐一年持有期混合C,混合型-偏债,2023-01-18,348.59万,,暂无评级
017617,华泰柏瑞招享6个月持有期混合A,混合型-偏债,2023-02-07,5.33亿,,暂无评级
017618,华泰柏瑞招享6个月持有期混合C,混合型-偏债,2023-02-07,11.80亿,,暂无评级
017619,鑫元添鑫回报6个月持有期混合A,混合型-偏债,2023-03-14,3.27亿,,暂无评级
017620,鑫元添鑫回报6个月持有期混合C,混合型-偏债,2023-03-14,5325.36万,,暂无评级
017621,易方达富惠纯债债券C,债券型-长债,2022-12-20,11.12亿,,暂无评级
017622,同泰恒盛债券A,债券型-混合二级,,,,
017623,同泰恒盛债券C,债券型-混合二级,,,,
017624,农银瑞云增益6个月持有混合A,混合型-偏债,2023-03-21,4114.97万,,暂无评级
017625,农银瑞云增益6个月持有混合C,混合型-偏债,2023-03-21,1465.67万,,暂无评级
017626,长城久惠灵活配置混合C,混合型-灵活,2023-01-17,5.02万,,暂无评级
017627,长城港股通价值精选混合C,混合型-偏股,2023-01-18,34.62万,,暂无评级
017628,华商计算机行业量化股票发起式C,股票型,2022-12-20,2803.53万,,暂无评级
017629,中银机构现金管理货币E,货币型-普通货币,,,,
017630,富国周期精选三年持有期混合A,混合型-偏股,2023-01-19,11.83亿,,暂无评级
017631,富国周期精选三年持有期混合C,混合型-偏股,2023-01-19,2.30亿,,暂无评级
017632,汇添富中证全指医疗器械ETF发起式联接A,指数型-股票,2022-12-29,2612.84万,,暂无评级
017633,汇添富中证全指医疗器械ETF发起式联接C,指数型-股票,,,,
017634,汇添富中证全指医疗器械ETF发起式联接D,指数型-股票,2022-12-29,118.42万,,暂无评级
017635,银华动力领航混合A,混合型-偏股,2023-01-20,1.35亿,,暂无评级
017636,银华动力领航混合C,混合型-偏股,2023-01-20,5100.61万,,暂无评级
017637,华安深证100ETF发起式联接A,指数型-股票,2024-07-22,1232.32万,,暂无评级
017638,华安深证100ETF发起式联接C,指数型-股票,2024-07-22,11.08万,,暂无评级
017639,景顺长城景气优选一年持有期混合A,混合型-偏股,2023-02-28,2.80亿,,暂无评级
017640,景顺长城景气优选一年持有期混合C,混合型-偏股,2023-02-28,1.31亿,,暂无评级
017641,摩根标普500指数(QDII)人民币A,指数型-海外股票,2023-04-06,10.38亿,,暂无评级
017642,摩根标普500指数(QDII)美钞,指数型-海外股票,,,,
017643,摩根标普500指数(QDII)美汇,指数型-海外股票,,,,
017644,博道中证1000指数增强A,指数型-股票,2023-08-25,9670.57万,,暂无评级
017645,博道中证1000指数增强C,指数型-股票,2023-08-25,614.72万,,暂无评级
017646,易方达中证光伏产业指数发起式A,指数型-股票,2023-04-11,1911.59万,,暂无评级
017647,易方达中证光伏产业指数发起式C,指数型-股票,2023-04-11,2279.56万,,暂无评级
017648,信澳聚优智选混合A,混合型-偏股,2023-01-19,1358.08万,,暂无评级
017649,信澳聚优智选混合C,混合型-偏股,2023-01-19,2629.62万,,暂无评级
017650,中庚港股通价值股票,股票型,,,,
017651,中航华证商飞高端制造产业指数发起A,指数型-股票,2023-03-07,1847.62万,,暂无评级
017652,中航华证商飞高端制造产业指数发起C,指数型-股票,2023-03-07,1810.54万,,暂无评级
017653,创金合信全球芯片产业股票发起(QDII)A,QDII-普通股票,2023-03-24,1923.21万,,暂无评级
017654,创金合信全球芯片产业股票发起(QDII)C,QDII-普通股票,2023-03-24,1.26亿,,暂无评级
017655,嘉实价值丰裕混合A,混合型-偏股,,,,
017656,嘉实价值丰裕混合C,混合型-偏股,,,,
017659,汇添富稳丰中短债债券A,债券型-中短债,2023-03-07,1.21亿,,暂无评级
017660,汇添富稳丰中短债债券C,债券型-中短债,2023-03-07,1.62亿,,暂无评级
017661,南方浩恒稳健优选6个月持有混合(FOF)A,FOF-稳健型,2023-04-07,5994.50万,,暂无评级
017662,南方浩恒稳健优选6个月持有混合(FOF)C,FOF-稳健型,2023-04-07,5779.39万,,暂无评级
017663,泓德汽车产业升级混合发起式A,混合型-偏股,2023-01-17,788.63万,,暂无评级
017664,泓德汽车产业升级混合发起式C,混合型-偏股,2023-01-17,78.58万,,暂无评级
017665,兴银稳建90天持有期中短债A,债券型-中短债,2023-05-25,1.76亿,,暂无评级
017666,兴银稳建90天持有期中短债C,债券型-中短债,2023-05-25,4.25亿,,暂无评级
017667,鹏华新材料混合发起式A,混合型-偏股,2023-03-28,2000.86万,,暂无评级
017668,鹏华新材料混合发起式C,混合型-偏股,2023-03-28,371.67万,,暂无评级
017669,大成卓远视野混合A,混合型-偏股,2024-06-12,5.92亿,,暂无评级
017670,大成卓远视野混合C,混合型-偏股,2024-06-12,1.38亿,,暂无评级
017671,浦银安盛普旭3个月定开债券,债券型-长债,,,,
017672,兴全安泰平衡养老三年持有(FOF)Y,FOF-均衡型,2022-12-24,4169.42万,,暂无评级
017673,东方红颐和稳健养老两年(FOF)Y,FOF-稳健型,2022-12-24,1313.86万,,暂无评级
017674,东方红颐和平衡养老三年(FOF)Y,FOF-均衡型,2022-12-24,878.36万,,暂无评级
017675,东方红颐和积极养老五年(FOF)Y,FOF-进取型,2022-12-24,4165.15万,,暂无评级
017676,广发积极养老目标五年持有期混合发起式(FOF)A,FOF-进取型,2022-12-28,5246.91万,,暂无评级
017677,中加丰尚纯债债券C,债券型-长债,,,,
017678,中加颐合纯债债券C,债券型-长债,,,,
017679,国投瑞银精选收益混合C,混合型-灵活,2023-01-04,7.41万,,暂无评级
017680,汇泉中证同业存单AAA指数7天持有,指数型-固收,2024-01-23,6912.86万,,暂无评级
017681,建信睿安一年定期开放债券发起,债券型-长债,,,,
017682,东海鑫乐一年定开债发起式,债券型-长债,,,,
017683,华夏中证基建ETF发起式联接A,指数型-股票,2023-05-09,1503.90万,,暂无评级
017684,华夏中证基建ETF发起式联接C,指数型-股票,2023-05-09,2978.39万,,暂无评级
017685,中欧预见积极养老目标五年持有混合发起(FOF)A,FOF-进取型,2022-12-30,6361.67万,,暂无评级
017686,中欧预见养老2055五年持有混合发起(FOF)A,FOF-进取型,,,,
017687,永赢昭利债券A,债券型-长债,,,,
017688,永赢昭利债券C,债券型-长债,,,,
017689,华泰紫金恒荣12个月持有期混合发起A,混合型-偏债,2023-05-16,1617.83万,,暂无评级
017690,银华顺璟6个月定期开放债券A,债券型-长债,,,,
017691,国投瑞银稳定增利债券A,债券型-混合一级,2023-01-17,1.54亿,,暂无评级
017692,华泰紫金恒荣12个月持有期混合发起C,混合型-偏债,2023-05-16,2384.05万,,暂无评级
017693,国泰君安安平一年定开债券发起,债券型-长债,,,,
017694,国联安恒瑞3个月定开债券,债券型-长债,,,,
017695,招商添轩1年定开债,债券型-长债,2023-03-27,67.33亿,,暂无评级
017696,易方达养老2050五年持有混合(FOF)A,FOF-均衡型,2023-07-25,4.37亿,,暂无评级
017697,华夏新材料龙头混合发起式A,混合型-偏股,2023-02-14,1209.72万,,暂无评级
017698,华夏新材料龙头混合发起式C,混合型-偏股,2023-02-14,272.30万,,暂无评级
017699,广发景泰债券A,债券型-长债,2023-04-18,15.26亿,,暂无评级
017700,广发景泰债券C,债券型-长债,2023-04-18,225.20万,,暂无评级
017701,方正富邦中证同业存单AAA指数7天持有,指数型-固收,2023-01-12,7.06亿,,暂无评级
017702,鹏扬均衡成长混合A,混合型-偏股,2023-06-26,5080.51万,,暂无评级
017703,鹏扬均衡成长混合C,混合型-偏股,2023-06-26,1188.02万,,暂无评级
017704,兴业中证同业存单AAA指数7天持有期,指数型-固收,2023-03-01,4593.29万,,暂无评级
017705,易方达裕浙3个月定开债券,债券型-长债,,,,
017706,建信添福悠享稳健养老目标一年持有债券(FOF)A,FOF-稳健型,2023-06-29,8180.23万,,暂无评级
017707,建信阿尔法一年持有混合,混合型-偏股,2023-02-28,2.31亿,,暂无评级
017708,长盛盛启债券A,债券型-长债,2023-04-11,20.83亿,,暂无评级
017709,长盛盛启债券C,债券型-长债,2023-04-11,5493.61万,,暂无评级
017710,富国增利债券发起式A,债券型-长债,2023-05-24,96.32亿,,暂无评级
017711,富国增利债券发起式C,债券型-长债,2023-05-24,3.41亿,,暂无评级
017712,浦银安盛货币D,货币型-普通货币,,,,
017713,长盛安悦一年持有期混合A,混合型-偏债,2023-07-25,2462.66万,,暂无评级
017714,长盛安悦一年持有期混合C,混合型-偏债,2023-07-25,1328.28万,,暂无评级
017715,华宝量化选股混合发起式A,混合型-偏股,2023-02-20,1997.60万,,暂无评级
017716,华宝量化选股混合发起式C,混合型-偏股,2023-02-20,3238.85万,,暂无评级
017717,嘉实多盈债券A,债券型-混合二级,2023-02-28,2.93亿,,暂无评级
017718,嘉实多盈债券C,债券型-混合二级,2023-02-28,7783.60万,,暂无评级
017719,华夏消费臻选混合发起式A,混合型-偏股,2023-02-21,1298.44万,,暂无评级
017720,华夏消费臻选混合发起式C,混合型-偏股,2023-02-21,227.06万,,暂无评级
017721,华夏汽车产业混合A,混合型-偏股,2023-02-15,1.30亿,,暂无评级
017722,华夏汽车产业混合C,混合型-偏股,2023-02-15,4306.02万,,暂无评级
017723,银华心质混合A,混合型-偏股,2023-03-30,3.23亿,,暂无评级
017724,银华心质混合C,混合型-偏股,2023-03-30,5.19亿,,暂无评级
017725,百嘉中证同业存单AAA指数7天持有,指数型-固收,,,,
017726,鑫元成长驱动股票发起式A,股票型,2023-04-27,848.45万,,暂无评级
017727,鑫元成长驱动股票发起式C,股票型,2023-04-27,240.97万,,暂无评级
017728,创金合信荣和积极养老目标五年持有期混合发起(FOF),FOF-进取型,2023-03-30,2021.31万,,暂无评级
017729,景顺长城景泰裕利纯债债券C,债券型-长债,2023-01-18,12.59亿,,暂无评级
017730,嘉实全球产业升级股票发起式(QDII)A,QDII-普通股票,2023-02-09,3.48亿,,暂无评级
017731,嘉实全球产业升级股票发起式(QDII)C,QDII-普通股票,2023-02-09,8.23亿,,暂无评级
017732,鹏华核心优势混合C,混合型-偏股,2023-01-13,71.32万,,暂无评级
017733,中金中证1000指数增强发起A,指数型-股票,2023-03-14,6451.67万,,暂无评级
017734,中金中证1000指数增强发起C,指数型-股票,2023-03-14,3421.08万,,暂无评级
017735,融通明锐混合A,混合型-偏股,2023-04-18,1.45亿,,暂无评级
017736,融通明锐混合C,混合型-偏股,2023-04-18,3001.01万,,暂无评级
017737,融通慧心混合A,混合型-偏股,2023-02-28,2.06亿,,暂无评级
017738,融通慧心混合C,混合型-偏股,2023-02-28,5760.74万,,暂无评级
017739,大成2020生命周期混合C,混合型-偏债,2023-03-09,166.14万,,暂无评级
017740,鹏华睿见混合A,混合型-偏股,2023-07-11,3947.91万,,暂无评级
017741,鹏华睿见混合C,混合型-偏股,2023-07-11,2351.34万,,暂无评级
017742,中欧行业鑫选混合A,混合型-偏股,2023-06-15,9806.85万,,暂无评级
017743,中欧行业鑫选混合C,混合型-偏股,2023-06-15,2179.64万,,暂无评级
017744,嘉实绿色主题股票发起式A,股票型,2023-02-17,943.08万,,暂无评级
017745,嘉实绿色主题股票发起式C,股票型,2023-02-17,351.11万,,暂无评级
017746,建信电子行业股票A,股票型,2023-04-11,3493.58万,,暂无评级
